0.2823304234179154,0.28242296029711145,0.2374191920962642,0.2380397853171406,0.004898073636977821,0.766576179479755,0.17289081831175498,0.19553454717971622,0.2573430444002365,0.015793971618687796,0.28213452569641945,0.28219358839724085,0.2390519331978282,0.23901828989897908,0.004932077609574285,0.7467219317463698,0.16561125039439506,0.18451839425433503,0.29347228621545335,0.039219733803359,0.27557407275317014,0.27558109175175094,0.22118856049041516,0.2214815412483362,0.0051450926020284145,0.7563751534595464,0.15034609681340852,0.17112246075701867,0.3017363486852892,0.036286081557880184,0.28426878899094643,0.2842161263402436,0.23169193927474024,0.23126886012132122,0.004283938310865512,0.7531559371564096,0.1520142917357516,0.18420357187398517,0.27833930803311385,0.041879822202326895,0.5558680789419759,0.43978778823796816,0.43061682235051135,0.3935065904513515,0.6896502653610327,0.033461706172056876,0.517673511270741,0.10314746490975826,0.010547355993466154,0.061917634324165895,0.5255892808742403,0.1248370344542872;119
0.6362312709456653,0.636244500495605,0.08957261738035847,0.08961672013437501,0.0032641999397153456,0.8472744956379341,0.017632975660812643,0.04748440043121454,0.2639549859546961,0.1796023366713035,0.6408129710961651,0.6408397869614259,0.09474822666840177,0.09455897138939148,0.002637755720931946,0.8501008611841467,0.022572279323655478,0.05610775913054057,0.24881480116422014,0.22671000814807338,0.6389232817741956,0.6389397789866949,0.08991145343259549,0.08998313282786449,0.0029578479845601704,0.8486302008729694,0.018750998031900765,0.04849841181669545,0.26591018587243487,0.23509655732091553,0.6414677668579969,0.6414683399958558,0.09117970043033319,0.09110303351898513,0.002440298516546021,0.8487520621958677,0.02020335261172901,0.05244173281154733,0.2520848148552831,0.23669183540288555,0.8505947118748372,0.47677049658518367,0.21393806995155032,0.6789140621564211,0.6941781108016479,0.18554917665305637,0.5029169122015689,0.28174288389008617,0.1534061567716254,0.4543766328877938,0.7741344096015681,0.5817596378469351;121
0.6352038603283857,0.6352368435321577,0.08909388687500318,0.08916982720157968,0.003221636875375532,0.8466444992959126,0.018605450131298523,0.048953536712650465,0.26055358148999813,0.17379144634415442,0.63998481757145,0.6400535869067153,0.09459889772641168,0.09449461570879159,0.0026121332572553104,0.8491930476525126,0.023759055383343154,0.057792077597194416,0.24589405921707314,0.21650473623295516,0.6380073881263659,0.6380451215911525,0.08956884605245194,0.08969050311544167,0.0028954738661836972,0.8487280266305912,0.01973524938760333,0.05012248013798176,0.2608881443682481,0.2272931077856134,0.6406740739065188,0.6406749946074499,0.09108901645259201,0.0910278823752449,0.002418318193391005,0.8479146469874802,0.02125745284955226,0.05415577672097922,0.2491776285948027,0.2258343083349434,0.8538791812550882,0.469181026189842,0.2150491958680553,0.6748610257584562,0.6911214066616039,0.18835971338379653,0.5037555150660928,0.27799414880010437,0.13776309492469554,0.43809060315826587,0.7740239441906074,0.5641781572016157;123
;2
;4
;6
;8
;10
;12
;14
;16
;18
;20
;22
;24
;26
;28
;30
;32
;34
;36
;38
;40
;42
;44
;46
;48
;50
;52
;54
;56
;58
;60
;62
;64
;66
;68
;70
;72
;74
;76
;78
;80
;82
;84
;86
;88
;90
;92
;94
;96
;98
;100
;102
;104
;106
;108
;110
;112
;114
;116
;118
;120
;122
